#Nouvelle version: FWS_S7_20_v2 12056;;;;;;;;;;
#Ancienne version: FWS_S7_10_STD 12041;;;;;;;;;;
#Date: 04/12/20;;;;;;;;;;
#Begin;;;;;;;;;;
#NODE;STS_NODE;FAULT_CODE;STR_MON_NAME;STR_MON_TYPE;CST_NAME;STS_CST;TYPE;SUBTYPE;LIBELLE_1;LIBELLE_2
N_28_25_100;U;2825H109;DA03_28_25_100_01;STR_TITLE;TL28_FUEL_REFUEL_FAULT;U;DA_ITEM;NO_SUBTYPE;FUEL REFUEL FAULT;
N_28_25_100;U;2825H109;DA03_28_25_100_02;STR_MSG;DA28_FUEL_JETTISON_VLV_B;U;DA_ITEM;NO_SUBTYPE; > FUEL L TK DEFUEL JETTISON VLV;
N_28_25_100;U;2825H107;DA04_28_25_100;STR_ALERTE;FWDA_28_25_107;M;DA_ITEM;NO_SUBTYPE; ;
N_28_25_100;U;2825H107;DA04_28_25_100_01;STR_TITLE;TL28_FUEL_REFUEL_FAULT;U;DA_ITEM;NO_SUBTYPE;FUEL REFUEL FAULT;
N_28_25_100;U;2825H107;DA04_28_25_100_02;STR_MSG;DA28_FUEL_JETTISON_VLV_JL;U;DA_ITEM;NO_SUBTYPE; > FUEL CTR TK L JETTISON VLV;
N_28_25_100;U;2825H108;DA05_28_25_100;STR_ALERTE;FWDA_28_25_108;M;DA_ITEM;NO_SUBTYPE; ;
N_28_25_100;U;2825H108;DA05_28_25_100_01;STR_TITLE;TL28_FUEL_REFUEL_FAULT;U;DA_ITEM;NO_SUBTYPE;FUEL REFUEL FAULT;
N_28_25_100;U;2825H108;DA05_28_25_100_02;STR_MSG;DA28_FUEL_JETTISON_VLV_JR;U;DA_ITEM;NO_SUBTYPE; > FUEL CTR TK R JETTISON VLV;
N_28_25_100;U;2825H105;DA06_28_25_100;STR_ALERTE;FWDA_28_25_105;M;DA_ITEM;NO_SUBTYPE; ;
N_28_25_100;U;2825H105;DA06_28_25_100_01;STR_TITLE;TL28_FUEL_REFUEL_FAULT;U;DA_ITEM;NO_SUBTYPE;FUEL REFUEL FAULT;
N_28_25_100;U;2825H105;DA06_28_25_100_02;STR_MSG;DA28_FUEL_JETTISON_VLV_J1;U;DA_ITEM;NO_SUBTYPE; > FUEL L JETTISON VLV;
N_28_25_100;U;2825H106;DA07_28_25_100;STR_ALERTE;FWDA_28_25_106;M;DA_ITEM;NO_SUBTYPE; ;
N_28_25_100;U;2825H106;DA07_28_25_100_01;STR_TITLE;TL28_FUEL_REFUEL_FAULT;U;DA_ITEM;NO_SUBTYPE;FUEL REFUEL FAULT;
N_28_25_100;U;2825H106;DA07_28_25_100_02;STR_MSG;DA28_FUEL_JETTISON_VLV_J2;U;DA_ITEM;NO_SUBTYPE; > FUEL R JETTISON VLV;
N_28_25_100;U;2825H10C;DA08_28_25_100;STR_ALERTE;FWDA_28_25_10C;M;DA_ITEM;NO_SUBTYPE; ;
N_28_25_100;U;2825H10C;DA08_28_25_100_01;STR_TITLE;TL28_FUEL_REFUEL_FAULT;U;DA_ITEM;NO_SUBTYPE;FUEL REFUEL FAULT;
N_28_25_100;U;2825H10C;DA08_28_25_100_02;STR_MSG;DA28_FUEL_TK_INLET_VLV_RL;U;DA_ITEM;NO_SUBTYPE; > FUEL L TK INLET VLV;
N_28_25_100;U;2825H10D;DA09_28_25_100;STR_ALERTE;FWDA_28_25_10D;M;DA_ITEM;NO_SUBTYPE; ;
N_28_25_100;U;2825H10D;DA09_28_25_100_01;STR_TITLE;TL28_FUEL_REFUEL_FAULT;U;DA_ITEM;NO_SUBTYPE;FUEL REFUEL FAULT;
N_28_25_100;U;2825H10D;DA09_28_25_100_02;STR_MSG;DA28_FUEL_TK_INLET_VLV_RR;U;DA_ITEM;NO_SUBTYPE; > FUEL R TK INLET VLV;
N_28_25_100;U;2825H10E;DA10_28_25_100;STR_ALERTE;FWDA_28_25_10E;M;DA_ITEM;NO_SUBTYPE; ;
N_28_25_100;U;2825H10E;DA10_28_25_100_01;STR_TITLE;TL28_FUEL_REFUEL_FAULT;U;DA_ITEM;NO_SUBTYPE;FUEL REFUEL FAULT;
N_28_25_100;U;2825H10E;DA10_28_25_100_02;STR_MSG;DA28_FUEL_TK_INLET_VLV_RC1;U;DA_ITEM;NO_SUBTYPE; > FUEL CTR TK L INLET VLV;
N_28_25_100;U;2825H10F;DA11_28_25_100;STR_ALERTE;FWDA_28_25_10F;M;DA_ITEM;NO_SUBTYPE; ;
N_28_25_100;U;2825H10F;DA11_28_25_100_01;STR_TITLE;TL28_FUEL_REFUEL_FAULT;U;DA_ITEM;NO_SUBTYPE;FUEL REFUEL FAULT;
N_28_25_100;U;2825H10F;DA11_28_25_100_02;STR_MSG;DA28_FUEL_TK_INLET_VLV_RC2;U;DA_ITEM;NO_SUBTYPE; > FUEL CTR TK R INLET VLV;
N_28_25_100;U;2825H101;DA12_28_25_100;STR_ALERTE;FWDA_28_25_101;M;DA_ITEM;NO_SUBTYPE; ;
N_28_25_100;U;2825H101;DA12_28_25_100_01;STR_TITLE;TL28_FUEL_REFUEL_FAULT;U;DA_ITEM;NO_SUBTYPE;FUEL REFUEL FAULT;
N_28_25_100;U;2825H101;DA12_28_25_100_02;STR_MSG;DA28_FUEL_L_REFUEL_ISOL_VLV;U;DA_ITEM;NO_SUBTYPE; > FUEL L REFUEL ISOL VLV;
N_28_25_100;U;2825H102;DA13_28_25_100;STR_ALERTE;FWDA_28_25_102;M;DA_ITEM;NO_SUBTYPE; ;
N_28_25_100;U;2825H102;DA13_28_25_100_01;STR_TITLE;TL28_FUEL_REFUEL_FAULT;U;DA_ITEM;NO_SUBTYPE;FUEL REFUEL FAULT;
N_28_25_100;U;2825H102;DA13_28_25_100_02;STR_MSG;DA28_FUEL_R_REFUEL_ISOL_VLV;U;DA_ITEM;NO_SUBTYPE; > FUEL R REFUEL ISOL VLV;
N_28_25_100;U;2825N100;IS01_28_25_100;STR_ALERTE;FWIS_REFUEL;U;INOP_SYS;ALL_PHASE; ;
N_28_25_100;U;2825N100;IS01_28_25_100_01;STR_MSG;IS28_REFUEL;U;INOP_SYS;ALL_PHASE;REFUEL;
N_28_25_200;U;2825M200;AL_28_25_200;STR_ALERTE;FWAL_28_25_200;U;MEMO;WD_RIGHT; ;
N_28_25_200;U;2825M200;AL_28_25_200_01;STR_MSG;MO28_DEFUEL_IN_PROGRESS;U;MEMO;WD_RIGHT;DEFUEL IN PROGRESS;
N_28_25_300;U;2825M300;AL_28_25_300;STR_ALERTE;FWAL_28_25_300;U;MEMO;WD_RIGHT; ;
N_28_25_300;U;2825M300;AL_28_25_300_01;STR_MSG;MO28_GND_XFR_IN_PROGRESS;U;MEMO;WD_RIGHT;GND XFR IN PROGRESS;
N_28_25_500;U;2825H500;DA01_28_25_500;STR_ALERTE;FWDA_28_25_500;M;DA_ITEM;DA_ONLY; ;
N_28_25_500;U;2825H500;DA01_28_25_500_01;STR_MSG;DA28_FUEL;U;DA_ITEM;DA_ONLY;FUEL;
N_28_25_500;U;2825H500;DA01_28_25_500_02;STR_MSG;DA28_FUEL_L_REFUEL_ISOL_VLV;U;DA_ITEM;DA_ONLY; > FUEL L REFUEL ISOL VLV;
N_28_25_510;U;2825H510;DA01_28_25_510;STR_ALERTE;FWDA_28_25_510;M;DA_ITEM;DA_ONLY; ;
N_28_25_510;U;2825H510;DA01_28_25_510_01;STR_MSG;DA28_FUEL;U;DA_ITEM;DA_ONLY;FUEL;
N_28_25_510;U;2825H510;DA01_28_25_510_02;STR_MSG;DA28_FUEL_R_REFUEL_ISOL_VLV;U;DA_ITEM;DA_ONLY; > FUEL R REFUEL ISOL VLV;
N_28_25_550;U;2825H550;DA01_28_25_550;STR_ALERTE;FWDA_28_25_550;M;DA_ITEM;DA_ONLY; ;
N_28_25_550;U;2825H550;DA01_28_25_550_01;STR_MSG;DA28_FUEL;U;DA_ITEM;DA_ONLY;FUEL;
N_28_25_550;U;2825H550;DA01_28_25_550_02;STR_MSG;DA28_FUEL_DEFUEL_VLV_D;U;DA_ITEM;DA_ONLY; > FUEL R TK DEFUEL VLV;
N_28_26_010;U;2826M010;AL_28_26_010;STR_ALERTE;FWAL_28_26_010;U;MEMO;WD_RIGHT; ;
N_28_26_010;U;2826M010;AL_28_26_010_01;STR_MSG;MO28_L_TK_XFR_IN_PROGRESS;U;MEMO;WD_RIGHT;L TK XFR IN PROGRESS;
N_28_26_020;U;2826M020;AL_28_26_020;STR_ALERTE;FWAL_28_26_020;U;MEMO;WD_RIGHT; ;
N_28_26_020;U;2826M020;AL_28_26_020_01;STR_MSG;MO28_R_TK_XFR_IN_PROGRESS;U;MEMO;WD_RIGHT;R TK XFR IN PROGRESS;
N_28_26_100;U;2826H100;DA01_28_26_100;STR_ALERTE;FWDA_28_26_100;M;DA_ITEM;DA_ONLY; ;
N_28_26_100;U;2826H100;DA01_28_26_100_01;STR_MSG;DA28_FUEL;U;DA_ITEM;DA_ONLY;FUEL;
N_28_26_100;U;2826H100;DA01_28_26_100_02;STR_MSG;DA28_FUEL_TK_INLET_VLV_RL;U;DA_ITEM;DA_ONLY; > FUEL L TK INLET VLV;
N_28_26_110;U;2826H110;DA01_28_26_110;STR_ALERTE;FWDA_28_26_110;M;DA_ITEM;DA_ONLY; ;
N_28_26_110;U;2826H110;DA01_28_26_110_01;STR_MSG;DA28_FUEL;U;DA_ITEM;DA_ONLY;FUEL;
N_28_26_110;U;2826H110;DA01_28_26_110_02;STR_MSG;DA28_FUEL_TK_INLET_VLV_RR;U;DA_ITEM;DA_ONLY; > FUEL R TK INLET VLV;
N_28_26_120;U;2826H120;DA01_28_26_120;STR_ALERTE;FWDA_28_26_120;M;DA_ITEM;DA_ONLY; ;
N_28_26_120;U;2826H120;DA01_28_26_120_01;STR_MSG;DA28_FUEL;U;DA_ITEM;DA_ONLY;FUEL;
N_28_26_120;U;2826H120;DA01_28_26_120_02;STR_MSG;DA28_FUEL_TK_INLET_VLV_RC1;U;DA_ITEM;DA_ONLY; > FUEL CTR TK L INLET VLV;
N_28_26_130;U;2826H130;DA01_28_26_130;STR_ALERTE;FWDA_28_26_130;M;DA_ITEM;DA_ONLY; ;
N_28_26_130;U;2826H130;DA01_28_26_130_01;STR_MSG;DA28_FUEL;U;DA_ITEM;DA_ONLY;FUEL;
N_28_26_130;U;2826H130;DA01_28_26_130_02;STR_MSG;DA28_FUEL_TK_INLET_VLV_RC2;U;DA_ITEM;DA_ONLY; > FUEL CTR TK R INLET VLV;
N_28_26_140;U;2826H140;DA01_28_26_140;STR_ALERTE;FWDA_28_26_140;M;DA_ITEM;DA_ONLY; ;
N_28_26_140;U;2826H140;DA01_28_26_140_01;STR_MSG;DA28_FUEL;U;DA_ITEM;DA_ONLY;FUEL;
N_28_26_140;U;2826H140;DA01_28_26_140_02;STR_MSG;DA28_FUEL_L_SCAVENGE_VLV;U;DA_ITEM;DA_ONLY; > FUEL L SCAVENGE VLV;
N_28_26_150;U;2826H150;DA01_28_26_150;STR_ALERTE;FWDA_28_26_150;M;DA_ITEM;DA_ONLY; ;
N_28_26_150;U;2826H150;DA01_28_26_150_01;STR_MSG;DA28_FUEL;U;DA_ITEM;DA_ONLY;FUEL;
N_28_26_150;U;2826H150;DA01_28_26_150_02;STR_MSG;DA28_FUEL_R_SCAVENGE_VLV;U;DA_ITEM;DA_ONLY; > FUEL R SCAVENGE VLV;
N_28_26_160;U;2826H160;DA01_28_26_160;STR_ALERTE;FWDA_28_26_160;M;DA_ITEM;DA_ONLY; ;
N_28_26_160;U;2826H160;DA01_28_26_160_01;STR_MSG;DA28_FUEL;U;DA_ITEM;DA_ONLY;FUEL;
N_28_26_160;U;2826H160;DA01_28_26_160_02;STR_MSG;DA28_FUEL_L_R_SCAVENGE_VLVS;U;DA_ITEM;DA_ONLY; > FUEL L+R SCAVENGE VLVs;
N_28_31_020;U;2831M020;AL_28_31_020;STR_ALERTE;FWAL_28_31_020;U;MEMO;WD_RIGHT; ;
N_28_31_020;U;2831M020;AL_28_31_020_01;STR_MSG;MO28_JETTISON_IN_PROGRESS_G;U;MEMO;WD_RIGHT;JETTISON IN PROGRESS;
N_28_31_020;U;2831M020;AL_28_31_020_02;STR_MSG;MO28_JETTISON_IN_PROGRESS_A;U;MEMO;WD_RIGHT;JETTISON IN PROGRESS;
N_28_31_100;U;2831W100;AL_28_31_100;STR_ALERTE;FWAL_28_31_100;M;INDEPENDENT;LEVEL_2; ;
N_28_31_100;U;2831W100;AL_28_31_100_01;STR_TITLE;TL28_FUEL_JETTISON_FAULT;U;INDEPENDENT;LEVEL_2;FUEL JETTISON FAULT;
N_28_31_100;U;2831W100;AL_28_31_100_02;STR_MSG;PR28_JETTISON_ACTIVE_OFF;U;INDEPENDENT;LEVEL_2;  JETTISON ACTIVE ....................OFF;  JETTISON ACTIVE OFF
N_28_31_100;U;2831W100;AL_28_31_100_03;STR_MSG;PR28_JETTISON_ARM_OFF;U;INDEPENDENT;LEVEL_2;  JETTISON ARM .......................OFF;  JETTISON ARM OFF
N_28_31_100;U;2831H101;DA01_28_31_100;STR_ALERTE;FWDA_28_31_101;M;DA_ITEM;NO_SUBTYPE; ;
N_28_31_100;U;2831H101;DA01_28_31_100_01;STR_TITLE;TL28_FUEL_JETTISON_FAULT;U;DA_ITEM;NO_SUBTYPE;FUEL JETTISON FAULT;
N_28_31_100;U;2831H101;DA01_28_31_100_02;STR_MSG;DA28_FUEL_JETTISON_VLV_J1;U;DA_ITEM;NO_SUBTYPE; > FUEL L JETTISON VLV;
N_28_31_100;U;2831H102;DA02_28_31_100;STR_ALERTE;FWDA_28_31_102;M;DA_ITEM;NO_SUBTYPE; ;
N_28_31_100;U;2831H102;DA02_28_31_100_01;STR_TITLE;TL28_FUEL_JETTISON_FAULT;U;DA_ITEM;NO_SUBTYPE;FUEL JETTISON FAULT;
N_28_31_100;U;2831H102;DA02_28_31_100_02;STR_MSG;DA28_FUEL_JETTISON_VLV_J2;U;DA_ITEM;NO_SUBTYPE; > FUEL R JETTISON VLV;
N_28_31_100;U;2831H103;DA03_28_31_100;STR_ALERTE;FWDA_28_31_103;M;DA_ITEM;NO_SUBTYPE; ;
N_28_31_100;U;2831H103;DA03_28_31_100_01;STR_TITLE;TL28_FUEL_JETTISON_FAULT;U;DA_ITEM;NO_SUBTYPE;FUEL JETTISON FAULT;
N_28_31_100;U;2831H103;DA03_28_31_100_02;STR_MSG;DA28_FUEL_JETTISON_VLV_JL;U;DA_ITEM;NO_SUBTYPE; > FUEL CTR TK L JETTISON VLV;
N_28_31_100;U;2831H104;DA04_28_31_100;STR_ALERTE;FWDA_28_31_104;M;DA_ITEM;NO_SUBTYPE; ;
N_28_31_100;U;2831H104;DA04_28_31_100_01;STR_TITLE;TL28_FUEL_JETTISON_FAULT;U;DA_ITEM;NO_SUBTYPE;FUEL JETTISON FAULT;
N_28_31_100;U;2831H104;DA04_28_31_100_02;STR_MSG;DA28_FUEL_JETTISON_VLV_JR;U;DA_ITEM;NO_SUBTYPE; > FUEL CTR TK R JETTISON VLV;
N_28_31_100;U;2831H105;DA05_28_31_100;STR_ALERTE;FWDA_28_31_105;M;DA_ITEM;NO_SUBTYPE; ;
N_28_31_100;U;2831H105;DA05_28_31_100_01;STR_TITLE;TL28_FUEL_JETTISON_FAULT;U;DA_ITEM;NO_SUBTYPE;FUEL JETTISON FAULT;
N_28_31_100;U;2831H105;DA05_28_31_100_02;STR_MSG;DA28_FUEL_JETTISON_VLV_B;U;DA_ITEM;NO_SUBTYPE; > FUEL L TK DEFUEL JETTISON VLV;
N_28_31_100;U;2831H106;DA06_28_31_100;STR_ALERTE;FWDA_28_31_106;M;DA_ITEM;NO_SUBTYPE; ;
N_28_31_100;U;2831H106;DA06_28_31_100_01;STR_TITLE;TL28_FUEL_JETTISON_FAULT;U;DA_ITEM;NO_SUBTYPE;FUEL JETTISON FAULT;
N_28_31_100;U;2831H106;DA06_28_31_100_02;STR_MSG;DA28_FUEL_JETTISON_VLV_D;U;DA_ITEM;NO_SUBTYPE; > FUEL R TK DEFUEL JETTISON VLV;
N_28_31_100;U;2831H107;DA07_28_31_100;STR_ALERTE;FWDA_28_31_107;M;DA_ITEM;NO_SUBTYPE; ;
N_28_31_100;U;2831H107;DA07_28_31_100_01;STR_TITLE;TL28_FUEL_JETTISON_FAULT;U;DA_ITEM;NO_SUBTYPE;FUEL JETTISON FAULT;
N_28_31_100;U;2831H107;DA07_28_31_100_02;STR_MSG;DA28_FUEL_TK_INLET_VLV_RL;U;DA_ITEM;NO_SUBTYPE; > FUEL L TK INLET VLV;
N_28_31_100;U;2831H108;DA08_28_31_100;STR_ALERTE;FWDA_28_31_108;M;DA_ITEM;NO_SUBTYPE; ;
N_28_31_100;U;2831H108;DA08_28_31_100_01;STR_TITLE;TL28_FUEL_JETTISON_FAULT;U;DA_ITEM;NO_SUBTYPE;FUEL JETTISON FAULT;
N_28_31_100;U;2831H108;DA08_28_31_100_02;STR_MSG;DA28_FUEL_TK_INLET_VLV_RR;U;DA_ITEM;NO_SUBTYPE; > FUEL R TK INLET VLV;
N_28_31_100;U;2831N100;IS01_28_31_100;STR_ALERTE;FWIS_JETTISON;U;INOP_SYS;ALL_PHASE; ;
N_28_31_100;U;2831N100;IS01_28_31_100_01;STR_MSG;IS28_JETTISON;U;INOP_SYS;ALL_PHASE;JETTISON;
N_28_31_200;U;2831W200;AL_28_31_200;STR_ALERTE;FWAL_28_31_200;M;INDEPENDENT;LEVEL_2; ;
N_28_31_200;U;2831W200;AL_28_31_200_01;STR_TITLE;TL28_FUEL_JETTISON_COMPLETED;U;INDEPENDENT;LEVEL_2;FUEL JETTISON COMPLETED;
N_28_31_200;U;2831W200;AL_28_31_200_02;STR_MSG;PR28_JETTISON_ACTIVE_OFF;U;INDEPENDENT;LEVEL_2;  JETTISON ACTIVE ....................OFF;  JETTISON ACTIVE OFF
N_28_31_200;U;2831W200;AL_28_31_200_03;STR_MSG;PR28_JETTISON_ARM_OFF;U;INDEPENDENT;LEVEL_2;  JETTISON ARM .......................OFF;  JETTISON ARM OFF
N_28_31_300;U;2831H300;DA01_28_31_300;STR_ALERTE;FWDA_28_31_300;M;DA_ITEM;DA_ONLY; ;
N_28_31_300;U;2831H300;DA01_28_31_300_01;STR_MSG;DA28_FUEL;U;DA_ITEM;DA_ONLY;FUEL;
N_28_31_300;U;2831H300;DA01_28_31_300_02;STR_MSG;DA28_FUEL_JETTISON_VLV_J1;U;DA_ITEM;DA_ONLY; > FUEL L JETTISON VLV;
N_28_31_310;U;2831H310;DA01_28_31_310;STR_ALERTE;FWDA_28_31_310;M;DA_ITEM;DA_ONLY; ;
N_28_31_310;U;2831H310;DA01_28_31_310_01;STR_MSG;DA28_FUEL;U;DA_ITEM;DA_ONLY;FUEL;
N_28_31_310;U;2831H310;DA01_28_31_310_02;STR_MSG;DA28_FUEL_JETTISON_VLV_J2;U;DA_ITEM;DA_ONLY; > FUEL R JETTISON VLV;
N_28_31_320;U;2831H320;DA01_28_31_320;STR_ALERTE;FWDA_28_31_320;M;DA_ITEM;DA_ONLY; ;
N_28_31_320;U;2831H320;DA01_28_31_320_01;STR_MSG;DA28_FUEL;U;DA_ITEM;DA_ONLY;FUEL;
N_28_31_320;U;2831H320;DA01_28_31_320_02;STR_MSG;DA28_FUEL_JETTISON_VLV_JL;U;DA_ITEM;DA_ONLY; > FUEL CTR TK L JETTISON VLV;
N_28_31_330;U;2831H330;DA01_28_31_330;STR_ALERTE;FWDA_28_31_330;M;DA_ITEM;DA_ONLY; ;
N_28_31_330;U;2831H330;DA01_28_31_330_01;STR_MSG;DA28_FUEL;U;DA_ITEM;DA_ONLY;FUEL;
N_28_31_330;U;2831H330;DA01_28_31_330_02;STR_MSG;DA28_FUEL_JETTISON_VLV_JR;U;DA_ITEM;DA_ONLY; > FUEL CTR TK R JETTISON VLV;
N_28_31_340;U;2831H340;DA01_28_31_340;STR_ALERTE;FWDA_28_31_340;M;DA_ITEM;DA_ONLY; ;
N_28_31_340;U;2831H340;DA01_28_31_340_01;STR_MSG;DA28_FUEL;U;DA_ITEM;DA_ONLY;FUEL;
N_28_31_340;U;2831H340;DA01_28_31_340_02;STR_MSG;DA28_FUEL_JETTISON_VLV_B;U;DA_ITEM;DA_ONLY; > FUEL L TK DEFUEL JETTISON VLV;
N_28_31_350;U;2831H350;DA01_28_31_350;STR_ALERTE;FWDA_28_31_350;M;DA_ITEM;DA_ONLY; ;
N_28_31_350;U;2831H350;DA01_28_31_350_01;STR_MSG;DA28_FUEL;U;DA_ITEM;DA_ONLY;FUEL;
N_28_31_350;U;2831H350;DA01_28_31_350_02;STR_MSG;DA28_FUEL_JETTISON_VLV_D;U;DA_ITEM;DA_ONLY; > FUEL R TK DEFUEL JETTISON VLV;
N_28_40_010;U;2840W010;AL_28_40_010;STR_ALERTE;FWAL_28_40_010;M;INDEPENDENT;LEVEL_2; ;
N_28_40_010;U;2840W010;AL_28_40_010_01;STR_TITLE;TL28_FUEL_ZFW_OR_ZFWCG_FMS_DIS;U;INDEPENDENT;LEVEL_2;FUEL ZFW OR ZFWCG FMS DISAGREE;
N_28_40_010;U;2840W010;AL_28_40_010_02;STR_MSG;PR28_FMS_VALUES_REENTER;U;INDEPENDENT;LEVEL_2;--FMS ZFW OR ZFWCG VALUES ........REENTER;#NOM?
N_28_40_100;U;2840W100;AL_28_40_100;STR_ALERTE;FWAL_28_40_100;M;INDEPENDENT;LEVEL_2; ;
N_28_40_100;U;2840W100;AL_28_40_100_01;STR_TITLE;TL28_FUEL_NO_ZFW_OR_ZFWCG_DATA;U;INDEPENDENT;LEVEL_2;FUEL NO ZFW OR ZFWCG DATA;
N_28_40_100;U;2840W100;AL_28_40_100_02;STR_MSG;PR28_FMS_VALUES_INITIALIZE;U;INDEPENDENT;LEVEL_2;--FMS ZFW OR ZFWCG VALUES .....INITIALIZE;#NOM?
N_28_42_010;U;2842W010;AL_28_42_010;STR_ALERTE;FWAL_28_42_010;U;INDEPENDENT;LEVEL_2; ;
N_28_42_010;U;2842W010;AL_28_42_010_01;STR_TITLE;TL28_FUEL_LEAK_SUSPECTED;U;INDEPENDENT;LEVEL_2;FUEL LEAK SUSPECTED;
N_28_42_010;U;2842W010;AL_28_42_010_02;STR_MSG;PR28_LAND_ANSA;U;INDEPENDENT;LEVEL_2;                                LAND ANSA;
N_28_42_010;U;2842W010;AL_28_42_010_03;STR_MSG;PR28_ALL_TK_QTY_FOB_FU_CHECK;U;INDEPENDENT;LEVEL_2;--ALL TKs QTY & FOB & FU ...........CHECK;#NOM?
N_28_42_010;U;2842W010;AL_28_42_010_04;STR_MSG;PRXX_INTERLINE;U;INDEPENDENT;LEVEL_2; ;
N_28_42_010;U;2842W010;AL_28_42_010_05;STR_MSG;PR28_BLOCK_FU_FOB_DIS;U;INDEPENDENT;LEVEL_2; ?  FOB + FU / BLOCK DISAGREE ?; ?  FOB + FU / BLOCK DISAGREE ?
N_28_42_010;U;2842W010;AL_28_42_010_06;STR_MSG;PRXX_2CMD_YES_YES_ONLY;U;INDEPENDENT;LEVEL_2;  --YES...     <empty box> NO;  ++YES        <empty box> NO
N_28_42_010;U;2842W010;AL_28_42_010_07;STR_MSG;PRXX_INTERLINE;U;INDEPENDENT;LEVEL_2; ;
N_28_42_010;U;2842W010;AL_28_42_010_08;STR_MSG;PR28_3XFEED_A_CLOSE;U;INDEPENDENT;LEVEL_2;     CROSSFEED A .....................OFF;     CROSSFEED A OFF
N_28_42_010;U;2842W010;AL_28_42_010_09;STR_MSG;PR28_3XFEED_B_CLOSE;U;INDEPENDENT;LEVEL_2;     CROSSFEED B .....................OFF;     CROSSFEED B OFF
N_28_42_010;U;2842W010;AL_28_42_010_10;STR_MSG;PR28_3PMP_PC1_OFF;U;INDEPENDENT;LEVEL_2;     CTR TK L PMP ....................OFF;     CTR TK L PMP OFF
N_28_42_010;U;2842W010;AL_28_42_010_11;STR_MSG;PR28_3PMP_PC2_OFF;U;INDEPENDENT;LEVEL_2;     CTR TK R PMP ....................OFF;     CTR TK R PMP OFF
N_28_42_010;U;2842W010;AL_28_42_010_12;STR_MSG;PR28_3APU_MASTER_SW_OFF;U;INDEPENDENT;LEVEL_2;     APU MASTER SW ...................OFF;     APU MASTER SW OFF
N_28_42_010;U;2842W010;AL_28_42_010_13;STR_MSG;PR28_3ALL_TKS_QTY_MONITOR;U;INDEPENDENT;LEVEL_2;   --ALL TKs QTY .................MONITOR;   ++ALL TKs QTY : MONITOR
N_28_42_010;U;2842W010;AL_28_42_010_14;STR_MSG;PRXX_INTERLINE;U;INDEPENDENT;LEVEL_2; ;
N_28_42_010;U;2842W010;AL_28_42_010_15;STR_MSG;PR28_3CASE_FUEL_QTY;U;INDEPENDENT;LEVEL_2;    ?  FUEL QTY :;    ?  FUEL QTY :
N_28_42_010;U;2842W010;AL_28_42_010_16;STR_MSG;PR28_5DCRS_FASTER_IN_L_TK;U;INDEPENDENT;LEVEL_2;     --DECREASES FASTER IN L TK...;     ++DECREASES FASTER IN L TK...
N_28_42_010;U;2842W010;AL_28_42_010_17;STR_MSG;PRXX_INTERLINE;U;INDEPENDENT;LEVEL_2; ;
N_28_42_010;U;2842W010;AL_28_42_010_18;STR_MSG;PR28_6APU_MSTR_SW_AS_RQRD;U;INDEPENDENT;LEVEL_2;      --APU ......................AS RQRD;      ++APU : AS RQRD
N_28_42_010;U;2842W010;AL_28_42_010_19;STR_MSG;PR28_6THR_LVR_1_IDLE;U;INDEPENDENT;LEVEL_2;        THR LEVER 1 .................IDLE;        THR LEVER 1 IDLE
N_28_42_010;U;2842W010;AL_28_42_010_20;STR_MSG;PR28_6ENG1_MSTR_OFF;U;INDEPENDENT;LEVEL_2;        ENG 1 MASTER .................OFF;        ENG 1 MASTER OFF
N_28_42_010;U;2842W010;AL_28_42_010_21;STR_MSG;PR28_6L_TK_QTY_MONITOR;U;INDEPENDENT;LEVEL_2;      --L TK QTY .................MONITOR;      ++L TK QTY : MONITOR
N_28_42_010;U;2842W010;AL_28_42_010_22;STR_MSG;PRXX_INTERLINE;U;INDEPENDENT;LEVEL_2; ;
N_28_42_010;U;2842W010;AL_28_42_010_23;STR_MSG;PR28_6L_TK_QTY_STILL_DCRS;U;INDEPENDENT;LEVEL_2;       ?  L TK QTY STILL DECREASES ?;       ?  L TK QTY STILL DECREASES ?
N_28_42_010;U;2842W010;AL_28_42_010_24;STR_MSG;PRXX_8CMD_YES;U;INDEPENDENT;LEVEL_2;        --YES...     <empty box> NO...;        ++YES        <empty box> NO...
N_28_42_010;U;2842W010;AL_28_42_010_25;STR_MSG;PRXX_INTERLINE;U;INDEPENDENT;LEVEL_2; ;
N_28_42_010;U;2842W010;AL_28_42_010_26;STR_MSG;PR28_9LEAK_FROM_L_TK;U;INDEPENDENT;LEVEL_2;         --LEAK FROM L TK;         ++LEAK FROM L TK
N_28_42_010;U;2842W010;AL_28_42_010_27;STR_MSG;PR28_9L_TK_FUEL_LOST;U;INDEPENDENT;LEVEL_2;         --L TK FUEL MAYBE LOST;         ++L TK FUEL MAYBE LOST
N_28_42_010;U;2842W010;AL_28_42_010_28;STR_MSG;PRXX_INTERLINE;U;INDEPENDENT;LEVEL_2; ;
N_28_42_010;U;2842W010;AL_28_42_010_29;STR_MSG;PR28_9STEP_FOR_ENG1_RELIGHT;U;INDEPENDENT;LEVEL_2;                FOR ENG 1 RELIGHT;                FOR ENG 1 RELIGHT
N_28_42_010;U;2842W010;AL_28_42_010_30;STR_MSG;PR28_9MAX_GUARANT_ALT;U;INDEPENDENT;LEVEL_2;         --MAX GUARANTEED ALT : 25000 FT;         ++MAX GUARANTEED ALT : 25000 FT
